Timestamp,Status,ResponseTime,Reply
2026-06-26 17:45:40,SUCCESS,287ms,Reply from 4.2.2.2: bytes=32 time=287ms TTL=50
2026-06-26 17:45:41,SUCCESS,321ms,Reply from 4.2.2.2: bytes=32 time=321ms TTL=50
2026-06-26 17:45:42,SUCCESS,271ms,Reply from 4.2.2.2: bytes=32 time=271ms TTL=50
2026-06-26 17:45:44,SUCCESS,283ms,Reply from 4.2.2.2: bytes=32 time=283ms TTL=50
2026-06-26 17:45:47,SUCCESS,353ms,Reply from 4.2.2.2: bytes=32 time=353ms TTL=50
2026-06-26 17:45:48,SUCCESS,255ms,Reply from 4.2.2.2: bytes=32 time=255ms TTL=50
2026-06-26 17:45:50,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:45:51,SUCCESS,274ms,Reply from 4.2.2.2: bytes=32 time=274ms TTL=50
2026-06-26 17:45:52,SUCCESS,276ms,Reply from 4.2.2.2: bytes=32 time=276ms TTL=50
2026-06-26 17:45:54,SUCCESS,306ms,Reply from 4.2.2.2: bytes=32 time=306ms TTL=50
2026-06-26 17:45:55,SUCCESS,250ms,Reply from 4.2.2.2: bytes=32 time=250ms TTL=50
2026-06-26 17:45:56,SUCCESS,257ms,Reply from 4.2.2.2: bytes=32 time=257ms TTL=50
2026-06-26 17:45:58,SUCCESS,293ms,Reply from 4.2.2.2: bytes=32 time=293ms TTL=50
2026-06-26 17:45:59,SUCCESS,283ms,Reply from 4.2.2.2: bytes=32 time=283ms TTL=50
2026-06-26 17:46:00,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:46:01,SUCCESS,257ms,Reply from 4.2.2.2: bytes=32 time=257ms TTL=50
2026-06-26 17:46:03,SUCCESS,258ms,Reply from 4.2.2.2: bytes=32 time=258ms TTL=50
2026-06-26 17:46:04,SUCCESS,352ms,Reply from 4.2.2.2: bytes=32 time=352ms TTL=50
2026-06-26 17:46:05,SUCCESS,273ms,Reply from 4.2.2.2: bytes=32 time=273ms TTL=50
2026-06-26 17:46:07,SUCCESS,281ms,Reply from 4.2.2.2: bytes=32 time=281ms TTL=50
2026-06-26 17:46:08,SUCCESS,268ms,Reply from 4.2.2.2: bytes=32 time=268ms TTL=50
2026-06-26 17:46:09,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:46:11,SUCCESS,261ms,Reply from 4.2.2.2: bytes=32 time=261ms TTL=50
2026-06-26 17:46:12,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:46:13,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:46:14,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:46:16,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:46:17,SUCCESS,257ms,Reply from 4.2.2.2: bytes=32 time=257ms TTL=50
2026-06-26 17:46:18,SUCCESS,265ms,Reply from 4.2.2.2: bytes=32 time=265ms TTL=50
2026-06-26 17:46:19,SUCCESS,263ms,Reply from 4.2.2.2: bytes=32 time=263ms TTL=50
2026-06-26 17:46:21,SUCCESS,267ms,Reply from 4.2.2.2: bytes=32 time=267ms TTL=50
2026-06-26 17:46:22,SUCCESS,260ms,Reply from 4.2.2.2: bytes=32 time=260ms TTL=50
2026-06-26 17:46:23,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:46:25,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:46:26,SUCCESS,259ms,Reply from 4.2.2.2: bytes=32 time=259ms TTL=50
2026-06-26 17:46:27,SUCCESS,258ms,Reply from 4.2.2.2: bytes=32 time=258ms TTL=50
2026-06-26 17:46:28,SUCCESS,259ms,Reply from 4.2.2.2: bytes=32 time=259ms TTL=50
2026-06-26 17:46:30,SUCCESS,262ms,Reply from 4.2.2.2: bytes=32 time=262ms TTL=50
2026-06-26 17:46:31,SUCCESS,280ms,Reply from 4.2.2.2: bytes=32 time=280ms TTL=50
2026-06-26 17:46:32,SUCCESS,271ms,Reply from 4.2.2.2: bytes=32 time=271ms TTL=50
2026-06-26 17:46:34,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:46:35,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:46:36,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:46:37,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:46:39,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:46:40,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:46:41,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:46:43,SUCCESS,273ms,Reply from 4.2.2.2: bytes=32 time=273ms TTL=50
2026-06-26 17:46:44,SUCCESS,255ms,Reply from 4.2.2.2: bytes=32 time=255ms TTL=50
2026-06-26 17:46:45,SUCCESS,268ms,Reply from 4.2.2.2: bytes=32 time=268ms TTL=50
2026-06-26 17:46:46,SUCCESS,278ms,Reply from 4.2.2.2: bytes=32 time=278ms TTL=50
2026-06-26 17:46:48,SUCCESS,266ms,Reply from 4.2.2.2: bytes=32 time=266ms TTL=50
2026-06-26 17:46:49,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:46:50,SUCCESS,261ms,Reply from 4.2.2.2: bytes=32 time=261ms TTL=50
2026-06-26 17:46:52,SUCCESS,264ms,Reply from 4.2.2.2: bytes=32 time=264ms TTL=50
2026-06-26 17:46:53,SUCCESS,259ms,Reply from 4.2.2.2: bytes=32 time=259ms TTL=50
2026-06-26 17:46:54,SUCCESS,255ms,Reply from 4.2.2.2: bytes=32 time=255ms TTL=50
2026-06-26 17:46:55,SUCCESS,260ms,Reply from 4.2.2.2: bytes=32 time=260ms TTL=50
2026-06-26 17:46:57,SUCCESS,260ms,Reply from 4.2.2.2: bytes=32 time=260ms TTL=50
2026-06-26 17:46:58,SUCCESS,257ms,Reply from 4.2.2.2: bytes=32 time=257ms TTL=50
2026-06-26 17:46:59,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:00,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:02,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:03,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:04,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:06,SUCCESS,265ms,Reply from 4.2.2.2: bytes=32 time=265ms TTL=50
2026-06-26 17:47:07,SUCCESS,268ms,Reply from 4.2.2.2: bytes=32 time=268ms TTL=50
2026-06-26 17:47:08,SUCCESS,261ms,Reply from 4.2.2.2: bytes=32 time=261ms TTL=50
2026-06-26 17:47:09,SUCCESS,255ms,Reply from 4.2.2.2: bytes=32 time=255ms TTL=50
2026-06-26 17:47:11,SUCCESS,262ms,Reply from 4.2.2.2: bytes=32 time=262ms TTL=50
2026-06-26 17:47:12,SUCCESS,258ms,Reply from 4.2.2.2: bytes=32 time=258ms TTL=50
2026-06-26 17:47:13,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:15,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:47:16,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:17,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:18,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:20,SUCCESS,276ms,Reply from 4.2.2.2: bytes=32 time=276ms TTL=50
2026-06-26 17:47:21,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:47:22,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:23,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:25,SUCCESS,258ms,Reply from 4.2.2.2: bytes=32 time=258ms TTL=50
2026-06-26 17:47:26,SUCCESS,262ms,Reply from 4.2.2.2: bytes=32 time=262ms TTL=50
2026-06-26 17:47:27,SUCCESS,255ms,Reply from 4.2.2.2: bytes=32 time=255ms TTL=50
2026-06-26 17:47:29,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:47:30,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:47:31,SUCCESS,255ms,Reply from 4.2.2.2: bytes=32 time=255ms TTL=50
2026-06-26 17:47:32,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:34,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:35,SUCCESS,257ms,Reply from 4.2.2.2: bytes=32 time=257ms TTL=50
2026-06-26 17:47:36,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:47:37,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:47:39,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:47:40,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:47:41,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:43,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:44,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:45,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:47:46,SUCCESS,271ms,Reply from 4.2.2.2: bytes=32 time=271ms TTL=50
2026-06-26 17:47:48,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:47:49,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:50,SUCCESS,259ms,Reply from 4.2.2.2: bytes=32 time=259ms TTL=50
2026-06-26 17:47:52,SUCCESS,260ms,Reply from 4.2.2.2: bytes=32 time=260ms TTL=50
2026-06-26 17:47:53,SUCCESS,261ms,Reply from 4.2.2.2: bytes=32 time=261ms TTL=50
2026-06-26 17:47:54,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:47:55,SUCCESS,259ms,Reply from 4.2.2.2: bytes=32 time=259ms TTL=50
2026-06-26 17:47:57,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:47:58,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:47:59,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:00,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:02,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:03,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:04,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:06,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:07,SUCCESS,258ms,Reply from 4.2.2.2: bytes=32 time=258ms TTL=50
2026-06-26 17:48:08,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:09,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:11,SUCCESS,264ms,Reply from 4.2.2.2: bytes=32 time=264ms TTL=50
2026-06-26 17:48:12,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:48:13,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:14,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:16,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:48:17,SUCCESS,259ms,Reply from 4.2.2.2: bytes=32 time=259ms TTL=50
2026-06-26 17:48:18,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:20,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:21,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:48:22,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:23,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:25,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:26,SUCCESS,255ms,Reply from 4.2.2.2: bytes=32 time=255ms TTL=50
2026-06-26 17:48:27,SUCCESS,259ms,Reply from 4.2.2.2: bytes=32 time=259ms TTL=50
2026-06-26 17:48:29,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:30,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:48:31,SUCCESS,258ms,Reply from 4.2.2.2: bytes=32 time=258ms TTL=50
2026-06-26 17:48:32,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:48:34,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:35,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:36,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:37,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:39,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:40,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:41,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:43,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:44,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:45,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:46,SUCCESS,261ms,Reply from 4.2.2.2: bytes=32 time=261ms TTL=50
2026-06-26 17:48:48,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:48:49,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:50,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:51,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:48:53,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:54,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:55,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:57,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:48:58,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:48:59,SUCCESS,250ms,Reply from 4.2.2.2: bytes=32 time=250ms TTL=50
2026-06-26 17:49:00,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:02,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:03,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:04,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:05,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:07,SUCCESS,257ms,Reply from 4.2.2.2: bytes=32 time=257ms TTL=50
2026-06-26 17:49:08,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:09,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:11,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:49:12,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:49:13,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:14,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:16,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:49:17,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:49:18,SUCCESS,254ms,Reply from 4.2.2.2: bytes=32 time=254ms TTL=50
2026-06-26 17:49:19,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:21,SUCCESS,257ms,Reply from 4.2.2.2: bytes=32 time=257ms TTL=50
2026-06-26 17:49:22,SUCCESS,272ms,Reply from 4.2.2.2: bytes=32 time=272ms TTL=50
2026-06-26 17:49:23,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:49:25,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:26,SUCCESS,265ms,Reply from 4.2.2.2: bytes=32 time=265ms TTL=50
2026-06-26 17:49:27,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:28,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:30,SUCCESS,250ms,Reply from 4.2.2.2: bytes=32 time=250ms TTL=50
2026-06-26 17:49:31,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:49:32,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:34,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:35,SUCCESS,263ms,Reply from 4.2.2.2: bytes=32 time=263ms TTL=50
2026-06-26 17:49:36,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:49:37,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:39,SUCCESS,255ms,Reply from 4.2.2.2: bytes=32 time=255ms TTL=50
2026-06-26 17:49:40,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:49:41,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:43,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:44,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:45,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:46,SUCCESS,256ms,Reply from 4.2.2.2: bytes=32 time=256ms TTL=50
2026-06-26 17:49:48,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:49,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:50,SUCCESS,253ms,Reply from 4.2.2.2: bytes=32 time=253ms TTL=50
2026-06-26 17:49:51,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
2026-06-26 17:49:53,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:54,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:55,SUCCESS,251ms,Reply from 4.2.2.2: bytes=32 time=251ms TTL=50
2026-06-26 17:49:57,SUCCESS,252ms,Reply from 4.2.2.2: bytes=32 time=252ms TTL=50
